gameId,attendance
22200683,19025
22200681,17071
22200682,18113
22200680,16318
22200679,19156
22200676,16112
22200671,15678
22200672,16892
22200673,17736
22200674,14748
22200669,19164
22200670,20125
22200668,15155
22200667,18258
22200666,13532
22200665,17341
22200664,17657
22200663,17794
22200662,16477
22200658,19432
22200659,19812
22200660,20476
22200657,17412
22200656,19227
22200655,18020
22200654,19393
22200653,19641
22200651,18165
22200650,20139
22200649,17238
22200648,19894
22200646,18206
22200645,17136
22200644,19800
22200643,17274
22200641,19620
22200639,16005
22200640,17894
22200638,18206
22200636,21342
22200637,16460
22200635,68323
22200632,18989
22200633,16071
22200630,18997
22200631,18105
22200627,18125
22200628,19600
22200629,19800
22200626,20892
22200624,18872
22200625,16057
22200623,16454
22200620,17154
22200621,19156
22200622,18249
22200619,17032
22200617,15828
22200615,18064
22200616,18176
22200614,18206
22200611,19600
22200613,19800
22200612,20221
22200610,16499
22200609,19609
22200608,16013
22200606,19156
22200607,18167
22200605,16223
22200604,19068
22200603,17071
22200601,18055
22200602,16317
22200599,19901
22200600,17794
22200598,15805
22200597,19800
22200595,17611
22200594,18064
22200592,21694
22200593,20300
22200591,18354
22200590,18997
22200589,17071
22200587,17136
22200588,19638
22200585,13107
22200582,19800
22200586,18636
22200580,16548
22200581,20766
22200579,19087
22200578,16320
22200577,20413
22200573,18064
22200574,18997
22200575,17611
22200570,21418
22200571,15434
22200572,17295
22200569,19800
22200564,19249
22200565,19432
22200566,18925
22200563,18206
22200561,17341
22200562,16778
22200558,18064
22200559,19393
22200556,18055
22200555,18224
22200551,19210
22200552,19432
22200553,14054
22200554,20531
22200550,19812
22200547,17794
22200548,17341
22200549,19641
22200546,18206
22200543,17951
22200544,16233
22200545,17147
22200539,19386
22200541,18055
22200542,18354
22200536,18064
22200537,17946
22200535,19638
22200534,18656
22200532,21667
22200533,18018
22200531,19800
22200529,19040
22200528,20307
22200527,18354
22200525,19156
22200526,19800
22200523,19425
22200524,17274
22200521,18064
22200522,17985
22200519,21537
22200520,18669
22200518,20221
22200515,20190
22200516,20476
22200513,18064
22200514,17937
22200512,20377
22200510,18239
22200507,19156
22200508,16738
