season,teamId,teamCity,teamName,games,mean_delta,median_delta,total_delta
2023,1610612737,Atlanta,Hawks,38,-150.6,0.0,-5722.2
2023,1610612753,Orlando,Magic,39,-155.2,0.0,-6051.7
2023,1610612766,Charlotte,Hornets,36,-193.5,0.0,-6964.8
2023,1610612743,Denver,Nuggets,44,-204.7,0.0,-9006.5
2023,1610612758,Sacramento,Kings,39,-210.2,0.0,-8197.5
2023,1610612765,Detroit,Pistons,37,-244.2,0.0,-9035.0
2023,1610612746,Los Angeles,Clippers,38,-320.9,0.0,-12193.0
2023,1610612750,Minnesota,Timberwolves,39,-321.5,0.0,-12537.4
2023,1610612745,Houston,Rockets,39,-331.9,0.0,-12942.7
2023,1610612759,San Antonio,Spurs,34,-334.4,0.0,-11368.5
2023,1610612754,Indiana,Pacers,39,-347.0,0.0,-13532.5
2023,1610612761,Toronto,Raptors,37,-349.1,0.0,-12918.3
2023,1610612764,Washington,Wizards,40,-429.9,-92.8,-17194.2
2026,1610612747,Los Angeles,Lakers,46,497.2,232.1,22870.9
2026,1610612744,Golden State,Warriors,41,341.6,146.5,14006.8
2026,1610612759,San Antonio,Spurs,53,279.9,0.0,14837.2
2026,1610612738,Boston,Celtics,44,259.4,78.3,11413.5
2026,1610612765,Detroit,Pistons,47,247.5,46.5,11634.7
2026,1610612766,Charlotte,Hornets,41,175.2,145.8,7182.5
2026,1610612745,Houston,Rockets,44,75.3,0.0,3314.2
2026,1610612755,Philadelphia,76ers,47,60.2,0.0,2830.5
2026,1610612752,New York,Knicks,52,60.0,0.0,3118.6
2026,1610612760,Oklahoma City,Thunder,47,55.8,0.0,2623.5
2026,1610612761,Toronto,Raptors,45,48.9,0.0,2201.7
2026,1610612753,Orlando,Magic,43,24.2,0.0,1040.6
2026,1610612742,Dallas,Mavericks,40,7.1,0.0,283.5
2026,1610612746,LA,Clippers,41,5.8,0.0,238.4
2026,1610612750,Minnesota,Timberwolves,47,-0.8,0.0,-36.1
2026,1610612748,Miami,Heat,41,-15.2,0.0,-623.6
2026,1610612743,Denver,Nuggets,43,-26.3,8.4,-1131.9
2026,1610612751,Brooklyn,Nets,41,-38.4,0.0,-1573.8
2026,1610612741,Chicago,Bulls,41,-53.3,0.0,-2186.2
2026,1610612756,Phoenix,Suns,43,-96.4,0.0,-4144.7
2026,1610612739,Cleveland,Cavaliers,50,-102.7,0.0,-5132.7
2026,1610612749,Milwaukee,Bucks,41,-125.2,-3.1,-5134.5
2026,1610612762,Utah,Jazz,41,-132.4,0.0,-5428.7
2026,1610612757,Portland,Trail Blazers,44,-191.8,0.0,-8437.3
2026,1610612740,New Orleans,Pelicans,40,-198.3,-17.3,-7932.0
2026,1610612763,Memphis,Grizzlies,40,-205.8,-1.5,-8231.7
2026,1610612754,Indiana,Pacers,41,-234.5,0.0,-9614.6
2026,1610612764,Washington,Wizards,41,-261.9,0.0,-10737.5
2026,1610612758,Sacramento,Kings,41,-263.4,-3.1,-10798.4
2026,1610612737,Atlanta,Hawks,44,-373.9,-7.1,-16453.1
